Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,transformed_FC,,,,rna_all_FC,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
30,Ligand-independent activation of Androgen receptor in Prostate Cancer,67,5.459E-06,4.078E-04,5.459E-06,4.078E-04,28,"MEK1(MAP2K1), EGF, GRB2, GAB1, K-RAS, NCOA3 (pCIP/SRC3), Neuregulin 1, H-Ras, ErbB3, PP2A regulatory, c-Raf-1, FRS2, DDX5, FGFR1, Kallikrein 3 (PSA), Prolactin receptor, STAT3, Androgen receptor, ErbB2, PI3K reg class IA, MDM2, Bcl-XL, IGF-1 receptor, Cyclin D1, AKT(PKB), IGF-1, PDK (PDPK1), ERK1 (MAPK3)",1.521E-04,3.296E-03,29,"EGF, GRB2, GAB1, WNT3A, IRS-1, H-Ras, ErbB3, PP2A regulatory, FRS2, FGFR1, Kallikrein 3 (PSA), Prolactin receptor, Androgen receptor, ErbB2, PI3K reg class IA, MDM2, Bcl-XL, IGF-1 receptor, AKT(PKB), PDK (PDPK1), c-Myc, ERK1 (MAPK3), K-RAS, NCOA3 (pCIP/SRC3), Tcf(Lef), DDX5, Cyclin D1, IGF-1, Frizzled",
31,Regulation of degradation of deltaF508-CFTR in CF,39,5.727E-06,5.351E-04,7.126E-04,8.030E-03,16,"UFD1, HSP105, CFTR, VCP, E2I, DNAJB12, Ubiquitin, RNF4, Csp, Aha1, HSP27, AMFR, HSP90, CHIP, HSP70, Derlin1",5.727E-06,5.351E-04,22,"VCP, Sti1, E2I, Ubiquitin, Csp, HSP90, HSP70, UFD1, HSC70, HSP105, SAE1, DNAJB12, RNF4, USP19, UBE1, Aha1, SUMO-2, HSP27, HSPBP1, AMFR, CHIP, Derlin1",
32,Development_IGF-1 receptor signaling,50,6.311E-06,5.550E-04,7.310E-04,8.030E-03,19,"MEK1(MAP2K1), GRB2, H-Ras, ERK1/2, Cyclin D, c-Raf-1, p90Rsk, GYS1, I-kB, p70 S6 kinase1, PI3K reg class IA, GSK3 alpha/beta, Bcl-XL, IGF-1 receptor, MNK2(GPRK7), AKT(PKB), IGF-1, PDK (PDPK1), p70 S6 kinase2",6.311E-06,5.550E-04,26,"GRB2, IRS-1, H-Ras, eIF4E, ERK1/2, PKC-zeta, IKK (cat), BAD, I-kB, PI3K reg class IA, IKK-alpha, GSK3 alpha/beta, Bcl-XL, IGF-1 receptor, AKT(PKB), PDK (PDPK1), c-Myc, Cyclin D, GYS1, 4E-BP1, 14-3-3 beta/alpha, p70 S6 kinase1, FOXO3A, MNK2(GPRK7), IGF-1, p70 S6 kinase2",
33,Regulation of metabolism_Bile acids regulation of glucose and lipid metabolism via FXR,41,7.291E-06,5.187E-04,7.291E-06,5.187E-04,20,"ACACA, LXR-alpha/RXR-alpha, SREBP1 (nuclear), Insulin processed, SCD, G6PT, FASN, SHP, F16P, SREBP1 precursor, ME1, ACACB, Insulin receptor, NIPK, GSK3 alpha/beta, LXR-alpha, HNF3-gamma, AKT(PKB), HNF3-alpha, HNF3",5.831E-03,3.340E-02,17,"SREBP1 (nuclear), Insulin processed, SCD, HNF1-alpha, APOC2, FASN, F16P, SREBP1 precursor, ME1, ACACB, Insulin receptor, GSK3 alpha/beta, AKT(PKB), HNF3, NIPK, HNF3-gamma, HNF3-alpha",
34,Signal transduction_PDGF signaling via MAPK cascades,65,9.161E-06,6.012E-04,9.161E-06,6.012E-04,27,"NOR1, PDGF-B, GRB2, c-Fos, GAB1, H-Ras, ERK1/2, c-Raf-1, p21, KLF4, p90Rsk, GIT1, AP-1, MAPKAPK2, JunD, HSP27, MEK6(MAP2K6), VAV-2, FAK1, CNK1, MEK1/2, Cyclin D1, JNK(MAPK8-10), SP1, p27KIP1, p38 MAPK, GRB10",2.687E-05,1.129E-03,30,"PDGF-B, GRB2, c-Fos, GAB1, H-Ras, ERK1/2, EGR1, p21, KLF4, Rac1, GIT1, MAPKAPK2, JunD, MEK6(MAP2K6), VAV-2, p27KIP1, c-Myc, NOR1, PKC-delta, c-Jun, AP-1, SHP-2, HSP27, FAK1, CNK1, Cyclin D1, JNK(MAPK8-10), SP1, p38 MAPK, GRB10",
35,Main genetic and epigenetic alterations in lung cancer,48,9.255E-06,6.012E-04,9.255E-06,6.012E-04,22,"DNMT3B, EGF, K-RAS, E2F1, Semaphorin 3B, MGMT, MSP, DNMT3A, MSP receptor (RON), IBP4, FADD, FHIT, Rb protein, LKB1, PTEN, Bcl-2, MDM2, Bcl-XL, IGF-1 receptor, Cyclin D1, IGF-1, IBP",1.128E-04,2.800E-03,23,"DNMT3B, EGF, Semaphorin 3B, FADD, FHIT, Rb protein, MDM2, Bcl-XL, IGF-1 receptor, c-Myc, IBP, K-RAS, E2F1, MGMT, MSP, DNMT3A, MSP receptor (RON), IBP4, LKB1, PTEN, Bcl-2, Cyclin D1, IGF-1",
36,Role of ER stress in obesity and type 2 diabetes,54,1.091E-05,8.586E-04,8.627E-05,2.127E-03,22,"AdipoR2, SREBP1 (nuclear), eIF2AK3, Adiponectin, Insulin processed, SCD, XBP1, G6PT, FASN, SREBP1 (Golgi membrane), SREBP1 precursor, PI3K reg class IA (p85), BI-1, PI3K reg class IA (p85-beta), Insulin receptor, TORC2, NIPK, PPCKM, eIF2S1, IRE1, DnaJB9, C/EBPalpha",1.091E-05,8.586E-04,27,"SREBP1 (nuclear), Insulin processed, SCD, IRS-1, XBP1, GLUT4, FASN, SREBP1 precursor, PI3K reg class IA (p85), HMGCS1, PI3K reg class IA (p85-beta), Resistin, Insulin receptor, TORC2, PPCKM, eIF2S1, IRE1, AdipoR2, eIF2AK3, Adiponectin, PTP-1B, SREBP1 (Golgi membrane), BI-1, NIPK, AKT2, DnaJB9, C/EBPalpha",
37,HSP70 and HSP40-dependent folding in Huntington's disease,25,1.220E-05,9.123E-04,1.301E-04,2.699E-03,13,"Huntingtin, HSP22, Parkin, HSP90 alpha, SGTA, HSPA1A, Ubiquitin, HSP27, HSP90, BAG-1, CHIP, HSP70, Cathepsin D",1.220E-05,9.123E-04,16,"Huntingtin, Parkin, HSP90 alpha, Sti1, Ubiquitin, HSP40, HSP90, BAG-1, HSP70, Cathepsin D, HSC70, HSP22, SGTA, HSPA1A, HSP27, CHIP",
38,Reproduction_Gonadotropin-releasing hormone (GnRH) signaling,73,1.226E-05,7.632E-04,1.226E-05,7.632E-04,29,"MEK1(MAP2K1), p38alpha (MAPK14), GRB2, c-Fos, JunB, GnRH receptor, H-Ras, ERK1/2, CACNA1C, MKP-2, PKA-reg (cAMP-dependent), c-Raf-1, FosB/JunB, G-protein alpha-q/11, p90Rsk, IP3 receptor, MEF2D, AP-1, PER1, G-protein alpha-s, Calmodulin, NUR77, PLC-beta, CG alpha, Adenylate cyclase, MEK6(MAP2K6), MKP-1, JNK(MAPK8-10), FosB",5.233E-05,1.630E-03,32,"GRB2, c-Fos, GnRH receptor, H-Ras, ERK1/2, EGR1, c-Jun/c-Fos, PKA-reg (cAMP-dependent), G-protein alpha-q/11, IP3 receptor, PER1, PLC-beta, CG alpha, Adenylate cyclase, MEK6(MAP2K6), FSH-beta, JunB, PKC-delta, c-Jun, CACNA1C, MKP-2, FosB/JunB, MKK7 (MAP2K7), MEF2D, AP-1, G-protein alpha-s, Calmodulin, NUR77, MEKK1(MAP3K1), MKP-1, JNK(MAPK8-10), FosB",
39,Transcription_Negative regulation of HIF1A function,69,1.293E-05,9.207E-04,2.721E-04,4.371E-03,25,"Sirtuin3, CITED2, FBXW7, MTG16 (CBFA2T3), KLF2, VCP, PSMA7, Sirtuin6, Ubiquitin, ING4, Sirtuin1, EGLN2, EGLN3, Elongin B, PTEN, Sirtuin7, OS-9, EAF2, MDM2, HIF-prolyl hydroxylase, FIH-1, HSP90, CHIP, HSP70, RUVBL2",1.293E-05,9.207E-04,32,"Casein kinase I delta, Sirtuin3, COMMD1 (MURR1), FBXW7, KLF2, VCP, Sirtuin6, Ubiquitin, ING4, EGLN2, EGLN3, Elongin B, OS-9, EAF2, MDM2, HSP40, FIH-1, HSP90, HSP70, HSPA4, HSC70, PRDX2, CITED2, MTG16 (CBFA2T3), PSMA7, Sirtuin1, PTEN, Sirtuin7, Elongin C, HIF-prolyl hydroxylase, CHIP, RUVBL2",
40,Prolactin/ ERK signaling in breast cancer,36,1.352E-05,7.771E-04,1.352E-05,7.771E-04,18,"GRB2, c-Fos, JunB, H-Ras, ERK1/2, c-Raf-1, PAK1, Prolactin receptor, PI3K reg class IA (p85), CAML, VAV-2, FAK1, GSTM1, MEK1/2, Cyclin D1, AKT(PKB), SP1, PDK (PDPK1)",2.076E-05,1.034E-03,20,"GRB2, c-Fos, H-Ras, ERK1/2, Rac1, Prolactin receptor, PI3K reg class IA (p85), VAV-2, GSTM1, AKT(PKB), PDK (PDPK1), c-Myc, JunB, c-Jun, PAK1, Paxillin, CAML, FAK1, Cyclin D1, SP1",
41,PR action in breast cancer: stimulation of cell growth and proliferation,36,1.352E-05,7.771E-04,1.352E-05,7.771E-04,18,"GRB2, c-Fos, ESR1 (nuclear), Neuregulin 1, H-Ras, ERK1/2, ErbB3, ESR1 (membrane), c-Raf-1, PR (membrane), PR (nuclear), STAT3, ErbB2, Bcl-XL, MEK1/2, Cyclin D1, SP1, HSD11B2",3.247E-03,2.301E-02,16,"GRB2, c-Fos, ESR1 (nuclear), H-Ras, ERK1/2, ErbB3, ESR1 (membrane), PR (membrane), PR (nuclear), ErbB2, Bcl-XL, c-Myc, HSD11B2, WNT1, Cyclin D1, SP1",
42,Cell adhesion_Tight junctions,38,1.440E-05,9.225E-04,4.924E-03,2.739E-02,14,"Cingulin, Claudin-2, AF-6, TITF1, Myosin II, Claudin-5, JAM1, JAM3, Claudin-4, Occludin, ZO-3, WNK4, SP1, Claudin-3",1.440E-05,9.225E-04,21,"JAM2, Claudin-2, AF-6, TITF1, Nectin-1, Claudin-5, JAM1, Actin, JAM3, LYRIC, Claudin-7, WNK4, Claudin-3, Cingulin, Tcf(Lef), Myosin II, Actomyosin, Claudin-4, Occludin, ZO-3, SP1",
43,Transport_RAB3 regulation pathway,14,1.540E-05,9.225E-04,1.223E-03,1.126E-02,8,"RAB3IP, Slp5, Rab-3A, Rab-3, Synapsin I, Rabphilin-3A, MSS4, RIMS1",1.540E-05,9.225E-04,11,"NSF, RAB3IP, Slp5, Rab-3A, Rab-3, Synapsin I, RIMS1, GGTase-II, Rabconnectin-3, Rabphilin-3A, MSS4",
44,Signal transduction_mTORC1 upstream signaling,74,1.670E-05,8.647E-04,1.670E-05,8.647E-04,29,"p38alpha (MAPK14), Tuberin, EGF, Insulin processed, GBL, ERK1/2, AGTR1, AMPK alpha subunit, c-Raf-1, p90RSK1, DGK-zeta, Dsh, p90Rsk, GHR, p70 S6 kinase1, MAPKAPK2, DEPTOR, TTI1, WNT, Insulin receptor, IKK-beta, Alpha-1A adrenergic receptor, TELO2, MEK1/2, IL-4, AKT(PKB), PDK (PDPK1), p38 MAPK, Axin",1.107E-03,1.226E-02,29,"Tuberin, EGF, Insulin processed, ERK1/2, PRAS40, DGK-zeta, Dsh, Rac1, MAPKAPK2, DEPTOR, TTI1, IKK-alpha, Insulin receptor, IL-4, AKT(PKB), PDK (PDPK1), Axin, GBL, AGTR1, AMPK alpha subunit, Hamartin, GHR, p70 S6 kinase1, WNT, IKK-beta, Alpha-1A adrenergic receptor, TELO2, p38 MAPK, Frizzled",
45,Development_Self-renewal and pluripotency maintenance of human embryonic stem cells,33,1.677E-05,9.225E-04,6.601E-05,1.861E-03,16,"MDM4, GATA-4, p21, PBX1, KLF4, NANOG, ID2, REM2, SOX2, CGB3, Keratin 18, CG alpha, LIN-28, MDM2, Cyclin D1, Albumin",1.677E-05,9.225E-04,19,"WNT3A, GATA-4, p21, KLF4, ID2, Keratin 18, CG alpha, MDM2, Albumin, c-Myc, MDM4, T brachyury protein, PBX1, NANOG, WNT1, REM2, SOX2, LIN-28, Cyclin D1",
46,Immune response_CD28 signaling,55,1.681E-05,9.225E-04,1.495E-02,5.801E-02,17,"CD80, Calcineurin A (catalytic), GRB2, NF-AT3(NFATC4), PAK1, PIP5KI, NF-AT, IP3 receptor, I-kB, PI3K reg class IA (p85), Calmodulin, CD3, IKK-beta, Bcl-XL, JNK(MAPK8-10), AKT(PKB), p38 MAPK",1.681E-05,9.225E-04,27,"Calcineurin A (catalytic), GRB2, NF-AT1(NFATC2), NF-AT3(NFATC4), IKK (cat), Rac1, IP3 receptor, BAD, I-kB, PI3K reg class IA (p85), ZAP70, IKK-alpha, ITK, Bcl-XL, AKT(PKB), c-Jun, PAK1, MKK7 (MAP2K7), LAT, PIP5KI, NF-AT, Calmodulin, MEKK1(MAP3K1), IKK-beta, JNK(MAPK8-10), TCR alpha/beta, p38 MAPK",
47,Development_Regulation of lung epithelial progenitor cell differentiation,41,1.694E-05,9.225E-04,1.197E-04,2.518E-03,18,"p38alpha (MAPK14), E-cadherin, SP-A, FOXP1, Napsin A, TITF1, SHH, FOXJ1, SP-B, STAT3, Aquaporin 5, WNT, FGF10, ELF5, p130, SP-C, FOXP2, N-Myc",1.694E-05,9.225E-04,22,"WNT3A, FOXP1, Napsin A, TITF1, SP-B, FGF10, p130, E-cadherin, SP-A, Tcf(Lef), Uteroglobin, SHH, FOXJ1, miR-106b-5p, Aquaporin 5, WNT, ELF5, SP-C, SMAD1, FOXP2, N-Myc, Frizzled",
48,"Development_Insulin, IGF-1 and TNF-alpha in brown adipocyte differentiation",53,1.775E-05,8.647E-04,1.775E-05,8.647E-04,23,"MEK1(MAP2K1), A-FABP, AKT1, SREBP1 (nuclear), Adiponectin, Insulin processed, SCD, ERK1/2, UCP2, LIPS, FASN, GATA-2, Factor D, SREBP1 precursor, p70 S6 kinase1, Insulin receptor, PPCKM, IGF-1 receptor, AKT(PKB), IGF-1, p27KIP1, Perilipin, C/EBPalpha",2.439E-05,1.105E-03,26,"AKT1, SREBP1 (nuclear), Insulin processed, SCD, IRS-1, ERK1/2, UCP2, GLUT4, FASN, PRKAR1A, SREBP1 precursor, Insulin receptor, PPCKM, IGF-1 receptor, AKT(PKB), p27KIP1, G3P2, Adiponectin, LIPS, GATA-2, Factor D, p70 S6 kinase1, AKT2, IGF-1, Perilipin, C/EBPalpha",
49,Cell cycle_Influence of Ras and Rho proteins on G1/S Transition,53,1.775E-05,8.647E-04,1.775E-05,8.647E-04,23,"MEK1(MAP2K1), E2F1, H-Ras, ERK1/2, c-Raf-1, PAK1, p21, NFKBIA, STAT3, p70 S6 kinase1, Rb protein, PI3K reg class IA, Tob1, MRLC, MDM2, FAK1, RGL2, Cyclin D1, LIMK2, AKT(PKB), PDK (PDPK1), p27KIP1, MLCK",2.414E-04,4.178E-03,24,"H-Ras, ERK1/2, p21, Rac1, Rb protein, PI3K reg class IA, IKK-alpha, Tob1, MDM2, LIMK2, AKT(PKB), PDK (PDPK1), p27KIP1, c-Myc, MLCK, E2F1, PAK1, NFKBIA, p70 S6 kinase1, MRLC, FAK1, RGL2, Cyclin D1, RalA",
50,Apoptosis and survival_IL-17-induced CIKS-dependent NF-kB signaling and mRNA stabilization,28,1.790E-05,9.225E-04,7.048E-03,3.464E-02,11,"TRAF2, CIKS, TBK1, E2N(UBC13), TRAF4, TRAF5, Ubiquitin, I-kB, IL-17RC, IKK-beta, TAB2",1.790E-05,9.225E-04,17,"CIKS, TBK1, E2N(UBC13), IKK (cat), Ubiquitin, I-kB, IL-17RC, SFRS1 (SF2), IKK-alpha, TAB2, UEV1A, TRAF2, TRAF4, TRAF5, UBE1, IKK-beta, TAB1",
51,FGF signaling in Prostate Cancer,43,1.794E-05,8.647E-04,1.794E-05,8.647E-04,20,"MEK1(MAP2K1), FGFR3, Syndecan-1, GRB2, c-Fos, GAB1, FGF17, FGFR4, H-Ras, c-Raf-1, FRS2, FGFR1, STAT3, Androgen receptor, PI3K reg class IA, PTEN, FGF10, AKT(PKB), PDK (PDPK1), ERK1 (MAPK3)",4.085E-03,2.667E-02,18,"GRB2, c-Fos, GAB1, FGFR4, H-Ras, FRS2, FGFR1, Androgen receptor, PI3K reg class IA, FGF10, AKT(PKB), PDK (PDPK1), ERK1 (MAPK3), FGFR3, Syndecan-1, FGF7, PTEN, FGF6",
52,Signal transduction_Adenosine A2B receptor signaling pathway,71,2.025E-05,9.351E-04,2.025E-05,9.351E-04,28,"PDK1, PFKM, Calcineurin A (catalytic), cAMP-GEFI, JunB, ERK1/2, JAB1, CFTR, PKA-reg (cAMP-dependent), G-protein alpha-q/11, IL-12 alpha, IP3 receptor, E3KARP (NHERF2), VIL2 (ezrin), Ubiquitin, PI3K reg class IA (p85), G-protein alpha-s, PKC, PLC-beta, Adenylate cyclase, APIP, eNOS, PER2, MEK1/2, IL-4, AKT(PKB), PDK (PDPK1), p38 MAPK",2.696E-03,2.042E-02,27,"Calcineurin A (catalytic), cAMP-GEFI, ERK1/2, PKA-reg (cAMP-dependent), G-protein alpha-q/11, IL-12 alpha, IP3 receptor, VIL2 (ezrin), Ubiquitin, PI3K reg class IA (p85), PLC-beta, SLC26A6, Adenylate cyclase, IL-4, AKT(PKB), PDK (PDPK1), PFKM, CALDAG-GEFI, JunB, JAB1, E3KARP (NHERF2), G-protein alpha-s, PKC, APIP, eNOS, PER2, p38 MAPK",
53,"Cigarette smoke-induced proliferation, metaplasia and survival of airway epithelial cells ",50,2.066E-05,9.351E-04,2.066E-05,9.351E-04,22,"p38alpha (MAPK14), EGF, GRB2, c-Fos, MMP-1, ERK1/2, ErbB3, c-Raf-1, PAK1, Bik, p90Rsk, PI3K reg class IA (p85), AP-1, Amphiregulin, JunD, nAChR alpha-4, MEK1/2, Cyclin D1, JNK(MAPK8-10), MSK1, PDK (PDPK1), FosB",4.743E-03,2.882E-02,20,"EGF, GRB2, c-Fos, ERK1/2, ErbB3, Bik, PI3K reg class IA (p85), Amphiregulin, p38beta (MAPK11), JunD, nAChR alpha-4, MSK1, PDK (PDPK1), MMP-1, c-Jun, PAK1, AP-1, Cyclin D1, JNK(MAPK8-10), FosB",
54,"Development_NCAM1-mediated neurite outgrowth, synapse assembly and neuronal survival",75,2.256E-05,9.631E-04,2.256E-05,9.631E-04,29,"Neuromodulin, CACNA1H, GRB2, c-Fos, DGL-alpha, H-Ras, NR1, Spectrin, ERK1/2, Protein kinase G, CACNA1C, PKA-reg (cAMP-dependent), c-Raf-1, Ca(II)channel L-type, DNAI1, FRS2, PAK1, DGL-beta, FGFR1, IP3 receptor, Calmodulin, PKC, AP-2 alpha subunits, GFRalpha1, FAK1, MEK1/2, Tau (MAPT), Ca(II)channel T-type, AKT(PKB)",2.527E-04,4.245E-03,31,"CACNA1H, GRB2, c-Fos, DGL-alpha, H-Ras, NR1, Spectrin, ERK1/2, PKA-reg (cAMP-dependent), DNAI1, FRS2, DGL-beta, FGFR1, IP3 receptor, NMDA receptor, AP-2 alpha subunits, GFRalpha1, Tau (MAPT), Ca(II)channel T-type, AKT(PKB), BETA-PIX, Protein kinase G, Ca(II)channel N-type, CACNA1C, Ca(II)channel L-type, PAK1, Calmodulin, PKC, GluR1, FAK1, Cofilin",
55,EGFR family signaling in pancreatic cancer,75,2.256E-05,9.631E-04,2.256E-05,9.631E-04,29,"MEK1(MAP2K1), Tuberin, EGF, GRB2, c-Fos, MLK2(MAP3K10), H-Ras, ERK1/2, ErbB3, c-Raf-1, PAK1, p67-phox, p21, STAT3, I-kB, PI3K reg class IA (p85), p70 S6 kinase1, Rb protein, ErbB2, Bcl-2, VAV-2, Bcl-XL, Cyclin D1, JNK(MAPK8-10), AKT(PKB), SP1, PDK (PDPK1), p27KIP1, p38 MAPK",2.527E-04,4.245E-03,31,"Tuberin, EGF, GRB2, c-Fos, H-Ras, ERK1/2, ErbB3, IKK (cat), p21, Rac1, I-kB, PI3K reg class IA (p85), Rb protein, ErbB2, IKK-alpha, VAV-2, Bcl-XL, AKT(PKB), PDK (PDPK1), p27KIP1, c-Myc, MLK2(MAP3K10), c-Jun, PAK1, MKK7 (MAP2K7), p70 S6 kinase1, Bcl-2, Cyclin D1, JNK(MAPK8-10), SP1, p38 MAPK",
56,Development_FGF2 signaling during embryonic stem cell differentiation,34,2.349E-05,9.748E-04,2.349E-05,9.748E-04,17,"MEK1(MAP2K1), GRB2, H-Ras, ERK1/2, TITF1, c-Raf-1, SHH, FRS2, NEFM, FGFR1, SOX3, MSI1, SOX2, FGF10, AFP, HNF6, Albumin",4.710E-03,2.882E-02,15,"GRB2, WNT3A, H-Ras, ERK1/2, TITF1, FRS2, FGFR1, FGF10, Albumin, SHH, SOX3, MSI1, SOX2, SHP-2, HNF6",
57,Deregulation of canonical WNT signaling in major depressive disorder,31,2.392E-05,1.105E-03,4.189E-02,1.199E-01,10,"AKT1, FRAT1, DVL-1, Dsh, Synapsin I, WNT, PER2, Cyclin D1, Tau (MAPT), Axin",2.392E-05,1.105E-03,18,"AKT1, WNT3A, FRAT1, Lef-1, DVL-1, Dsh, Synapsin I, LRP5, Tau (MAPT), c-Myc, Axin, Tcf(Lef), FZD3, Casein kinase I gamma 1, WNT, PER2, Cyclin D1, Frizzled",
58,Signal transduction_CXCR4 signaling via MAPKs cascades,53,2.439E-05,1.105E-03,1.985E-04,3.623E-03,21,"MEK1(MAP2K1), PDGF-B, c-Fos, K-RAS, G-protein alpha-i family, ERK1/2, c-Raf-1, NFKBIA, G-protein alpha-13, Ubiquitin, AP-1, PAK, CD3, CalDAG-GEFII, ACKR3, Cortactin, MEK1/2, JNK(MAPK8-10), p38 MAPK, SDF-1, PREX1",2.439E-05,1.105E-03,26,"PDGF-B, c-Fos, IRS-1, ERK1/2, EGR1, IKK (cat), Rac1, G-protein alpha-13, BAD, Ubiquitin, ZAP70, CalDAG-GEFII, Cortactin, SDF-1, K-RAS, G-protein alpha-i family, c-Jun, NFKBIA, AP-1, PAK, MEKK1(MAP3K1), ACKR3, JNK(MAPK8-10), TCR alpha/beta, p38 MAPK, PREX1",
59,Role of activation of WNT signaling in the progression of lung cancer,77,2.563E-05,1.127E-03,5.481E-02,1.425E-01,20,"WNT4, E-cadherin, ROR2, hASH1, Livin, WNT9A, DVL-1, beta-TrCP, BMI-1, p21, Dsh, WIF1, ING4, Sirtuin1, LKB1, WNT, Cyclin D1, HOXB9, p38 MAPK, Axin",2.563E-05,1.127E-03,34,"DVL-3, WNT3A, NKD1, Lef-1, DVL-1, p21, Dsh, WIF1, Rac1, ING4, c-Myc, Axin, WNT4, E-cadherin, ROR2, hASH1, Livin, WNT9A, Tcf(Lef), beta-TrCP, BMI-1, FZD3, MKK7 (MAP2K7), WNT1, SFRP4, Sirtuin1, LKB1, MEKK1(MAP3K1), WNT, WNT10B, Cyclin D1, HOXB9, p38 MAPK, Frizzled",
60,ERBB family and HGF signaling in gastric cancer,54,2.565E-05,1.036E-03,2.565E-05,1.036E-03,23,"EGF, GRB2, c-Fos, Neuregulin 1, HDC, H-Ras, GRB7, ERK1/2, ErbB3, c-Raf-1, STAT3, Amphiregulin, ErbB2, PI3K reg class IA, MEK6(MAP2K6), MEK1/2, Cyclin D1, AKT(PKB), SP1, PDK (PDPK1), p27KIP1, p38 MAPK, ERK1 (MAPK3)",9.353E-04,1.092E-02,23,"EGF, GRB2, c-Fos, H-Ras, GRB7, ERK1/2, ErbB3, EGR1, BAD, Amphiregulin, ErbB2, PI3K reg class IA, MEK6(MAP2K6), AKT(PKB), PDK (PDPK1), p27KIP1, c-Myc, ERK1 (MAPK3), c-Jun, MEKK1(MAP3K1), Cyclin D1, SP1, p38 MAPK",
61,Translation_Insulin regulation of translation,42,2.795E-05,1.129E-03,4.696E-05,1.493E-03,19,"MEK1(MAP2K1), Tuberin, eEF2, GRB2, eIF2B5, Insulin processed, PP1-cat, H-Ras, ERK1/2, eIF4B, c-Raf-1, p90RSK1, p70 S6 kinase1, PI3K reg class IA, Insulin receptor, eIF4A, AKT(PKB), PDK (PDPK1), p70 S6 kinase2",2.795E-05,1.129E-03,22,"Tuberin, GRB2, eIF2B5, Insulin processed, IRS-1, PP1-cat, H-Ras, eIF4E, ERK1/2, PKC-zeta, PI3K reg class IA, Insulin receptor, AKT(PKB), PDK (PDPK1), eEF2, eEF2K, eIF4B, Hamartin, 4E-BP1, p70 S6 kinase1, eIF4A, p70 S6 kinase2",
62,Signal transduction_Erk Interactions: Inhibition of Erk,34,2.990E-05,1.146E-03,4.107E-04,6.075E-03,15,"MEK1(MAP2K1), MKP-7, Calcineurin A (catalytic), HePTP, ERK1/2, MKP-2, PKA-reg (cAMP-dependent), VRK3, Calmodulin, PKC, CD3, PEA15, MKP-1, JNK(MAPK8-10), AKT(PKB)",2.990E-05,1.146E-03,19,"Calcineurin A (catalytic), VHR, ERK1/2, PKA-reg (cAMP-dependent), VRK3, MKP-4, NMDA receptor, ZAP70, AKT(PKB), GMF, MKP-7, HePTP, MKP-2, Calmodulin, PKC, MKP-1, JNK(MAPK8-10), STEP, TCR alpha/beta",
63,Oxidative stress_ROS-mediated activation of MAPK via inhibition of phosphatases,34,2.990E-05,1.146E-03,1.038E-04,2.386E-03,16,"MKP-7, PP1-cat, HePTP, ERK1/2, PP2A regulatory, c-Raf-1, PR65-alpha, PP2A structural, Insulin receptor, MEK6(MAP2K6), MKP-1, MEK1/2, JNK(MAPK8-10), SHP-1, PP5, p38 MAPK",2.990E-05,1.146E-03,19,"PP1-cat, VHR, ERK1/2, PP2A regulatory, PR65-alpha, SOD1, PP2A structural, Insulin receptor, MEK6(MAP2K6), SHP-1, PP5, MKP-7, HePTP, PTP-1B, MKK7 (MAP2K7), SHP-2, MKP-1, JNK(MAPK8-10), p38 MAPK",
64,Nociception_Nociceptin receptor signaling,76,3.023E-05,1.128E-03,3.023E-05,1.128E-03,29,"cPKC (conventional), c-Fos, G-protein alpha-i family, H-Ras, ERK1/2, PKA-reg (cAMP-dependent), c-Raf-1, Ca(II)channel L-type, Kir3.1, AP-2, p90Rsk, IP3 receptor, STAT3, TY3H, Adenylate cyclase type II, PKC, PLC-beta, cPLA2, Adenylate cyclase, MEK1/2, G-protein alpha-z, JNK(MAPK8-10), LIMK2, Ca(II)channel T-type, Beta-arrestin1, G-protein alpha-14, p38 MAPK, ERK1 (MAPK3), GRK2",5.071E-05,1.613E-03,33,"c-Fos, H-Ras, ERK1/2, PKA-reg (cAMP-dependent), Kir3.1, AP-2, Actin, Rac1, IP3 receptor, TY3H, Adenylate cyclase type II, PLC-beta, cPLA2, Adenylate cyclase, LIMK2, Ca(II)channel T-type, G-protein alpha-14, ERK1 (MAPK3), GRK2, cPKC (conventional), G-protein alpha-i family, c-Jun, Ca(II)channel N-type, Ca(II)channel L-type, PKC, Nociceptin, Prepronociceptin, G-protein alpha-z, JNK(MAPK8-10), N-type Ca(II) channel alpha1B, Beta-arrestin1, p38 MAPK, Cofilin",
65,Development_Negative regulation of WNT/Beta-catenin signaling at the receptor level,45,3.092E-05,1.156E-03,2.444E-02,8.204E-02,14,"Tsukushi, ANGPTL4, IBP4, DAB2, WIF1, Krm, WNT, Syndecans, GSK3 alpha/beta, Clathrin, Axin, GRB10, SNX27, Klotho",3.092E-05,1.156E-03,23,"DKK4, Sclerostin, FZD4, DAB2, WIF1, Krm, Syndecans, GSK3 alpha/beta, SFRP, DKK2, Axin, Tsukushi, ANGPTL4, Tcf(Lef), IBP4, RNF43, FRMD8, WNT, Clathrin, GRB10, SNX27, Frizzled, Klotho",
