Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,transformed_FC,,,,rna_all_FC,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
327,Cell cycle_Cell cycle (generic schema),21,4.847E-06,2.922E-05,2.280E-05,1.012E-04,17,"Cyclin B, DP1, E2F6, CDC25A, E2F3, CDK1 (p34), E2F2, CDK4, p107, CDC25C, CDC25B, Cyclin D, CDK2, CDK6, E2F4, Cyclin E, Cyclin A",4.847E-06,2.922E-05,17,"Cyclin B, DP1, E2F6, CDC25A, E2F3, CDK1 (p34), E2F2, CDK4, p107, CDC25C, CDC25B, Cyclin D, CDK2, CDK6, E2F4, Cyclin E, Cyclin A",
328,Interleukins-induced inflammatory signaling in normal and asthmatic airway epithelium,32,4.951E-06,2.827E-05,4.951E-06,2.827E-05,24,"IL-1 alpha, IP10, ERK1/2, TSLP, Fibronectin, IL-1 beta, IRAK4, MyD88, IFN-alpha, GM-CSF, IL-13, IL-6, NF-kB, Eotaxin, NF-kB p50/p65, IL-8, TRAF6, c-Jun, CXCR3, ST2(L), IL-33, IRAK1, IL-16, p38 MAPK",3.333E-04,9.509E-04,20,"IL-1 alpha, IP10, IFN-gamma, ERK1/2, TSLP, Fibronectin, IL-1 beta, IRAK4, IFN-alpha, GM-CSF, IL-6, NF-kB, Eotaxin, NF-kB p50/p65, IL-8, TRAF6, ST2(L), IL-33, IRAK1, p38 MAPK",
329,Disruption of epithelial layer restitution in asthma,34,5.716E-06,3.214E-05,5.716E-06,3.214E-05,25,"TGF-beta 1, IL-1 alpha, alpha-V/beta-1 integrin, SMAD4, SMAD2, Fibronectin, Plasminogen, IL-1 beta, Endothelin-1, PLAUR (uPAR), TNF-alpha, HGF, TGF-beta 2, ITGB1, SMAD7, EGFR, alpha-5/beta-1 integrin, Plasmin, PLAU (UPA), SMAD3, HGF receptor (Met), MMP-9, PAI1, EDNRA, TGF-beta receptor type I",1.846E-05,9.228E-05,23,"TGF-beta 1, IL-1 alpha, alpha-V/beta-1 integrin, SMAD4, SMAD2, Fibronectin, IL-1 beta, Endothelin-1, PLAUR (uPAR), TNF-alpha, HGF, TGF-beta 2, ITGB1, SMAD7, EGFR, alpha-5/beta-1 integrin, PLAU (UPA), SMAD3, HGF receptor (Met), MMP-9, PAI1, EDNRA, TGF-beta receptor type I",
330,Apoptosis and survival_Caspase cascade,34,5.716E-06,3.214E-05,5.716E-06,3.214E-05,25,"ICAD, Caspase-6, Apaf-1, IRS-1, Caspase-4, Lamin A/C, Caspase-8, Bax, Caspase-3, RIPK1, DFF40 (CAD), Caspase-2, Lamin B, FasL(TNFSF6), AKT(PKB), TNF-R1, TNF-alpha, PARP-1, XIAP, Caspase-9, Caspase-10, Caspase-7, tBid, FasR(CD95), Bid",3.001E-04,8.840E-04,21,"ICAD, Caspase-6, Apaf-1, Caspase-4, Lamin A/C, Caspase-8, Bax, Caspase-3, RIPK1, DFF40 (CAD), Lamin B, Caspase-2, AKT(PKB), TNF-R1, TNF-alpha, XIAP, Caspase-9, Caspase-10, tBid, FasR(CD95), Bid",
331,Development_BMP signaling in cardiac myogenesis,34,5.716E-06,3.214E-05,5.716E-06,3.214E-05,25,"SMAD5, BMP5, BMP receptor 2, p57, BMP4, MEF2C, BMP10, SMAD4, beta-MHC, BNP, ACTA1, MLC2, BMP6, ACTC, TAK1(MAP3K7), XIAP, MEK3(MAP2K3), CSX (Nkx2.5), Noggin, ATF-2, TAB1, BMPR1A, SMAD1, p38 MAPK, BMP2",7.905E-05,3.086E-04,22,"SMAD5, BMP5, BMP receptor 2, p57, BMP4, MEF2C, BMP10, SMAD4, beta-MHC, BNP, MLC2, BMP6, ACTC, TAK1(MAP3K7), XIAP, MEK3(MAP2K3), CSX (Nkx2.5), Noggin, ATF-2, BMPR1A, p38 MAPK, BMP2",
332,"Development_ROBO2, ROBO3 and ROBO4 signaling pathways",25,5.736E-06,3.214E-05,5.736E-06,3.214E-05,20,"P-cadherin, NCK1, Rac1, MYH9, MENA, Nephrin, SLIT2, CDC42, HIC5, ROBO4, ROBO2, ROBO1, SRGAP1, MYRL2, SLIT3, Myosin II, alpha-5/beta-1 integrin, Paxillin, ROBO3, N-WASP",2.141E-04,6.667E-04,17,"P-cadherin, NCK1, MYH9, MENA, Nephrin, SLIT2, CDC42, HIC5, ROBO4, ROBO2, ROBO1, SRGAP1, MYRL2, SLIT3, Myosin II, alpha-5/beta-1 integrin, ROBO3",
333,Putative roles of SETDB1 and PLU-1 in melanoma,23,6.023E-06,3.587E-05,2.992E-05,1.245E-04,18,"HOXA13, p14ARF, HOXA10, ATF7IP, LMO2, TAJ(TNFRSF19), TSLP, HOXA6, HOXA2, HOXA7, p16INK4, HOXA4, HOXA9, HOXA11, CDK6, HOXA3, HOXA5, Jagged1",6.023E-06,3.587E-05,18,"HOXA13, p14ARF, HOXA10, ATF7IP, LMO2, TAJ(TNFRSF19), TSLP, HOXA6, HOXA2, HOXA7, p16INK4, HOXA4, HOXA9, HOXA11, CDK6, HOXA3, HOXA5, Jagged1",
334,Cytoskeleton remodeling_Substance P mediated membrane blebbing,16,6.263E-06,3.701E-05,2.383E-05,1.055E-04,14,"ROCK1, MLCP (reg), Dynamin-1, MLCK, Tubulin (in microtubules), MLCP (cat), RhoA, G-protein alpha-12 family, ROCK2, Substance P receptor, Myosin II, Tubulin alpha, MRLC, Dynamin",6.263E-06,3.701E-05,14,"ROCK1, MLCP (reg), Dynamin-1, MLCK, Tubulin (in microtubules), MLCP (cat), RhoA, G-protein alpha-12 family, ROCK2, Substance P receptor, Myosin II, Tubulin alpha, MRLC, Dynamin",
335,G-protein signaling_Regulation of RAC1 activity,36,6.408E-06,3.577E-05,6.408E-06,3.577E-05,26,"SRGAP2(WRP), ABR, VAV-1, Rac1, ARHGEF4, ARHGAP24, ARHGEF2, ZAP70, Rap1GDS1, DEF6, Caspase-3, Caspase-1, Tiam1, ARCGAP22, Slp76, BCR, ARHGAP9, ARHGAP12, B-chimaerin, RhoGDI alpha, KAP3, RhoGDI beta, CD3, RacGAP1, RalBP1, ECT2",8.877E-04,2.162E-03,21,"ABR, VAV-1, ARHGEF4, ARHGAP24, ARHGEF2, Rap1GDS1, DEF6, Caspase-3, Caspase-1, Tiam1, ARCGAP22, Slp76, BCR, ARHGAP9, ARHGAP12, RhoGDI alpha, KAP3, CD3, RacGAP1, RalBP1, ECT2",
336,Cytoskeleton remodeling_Role of Activin A in cytoskeleton remodeling,20,6.480E-06,3.590E-05,6.480E-06,3.590E-05,17,"ROCK1, SMAD4, SMAD2, Fibronectin, FTase-alpha, ActRIIA, RhoA, Activin A, c-Jun, MKK7 (MAP2K7), JNK1(MAPK8), Paxillin, MEK4(MAP2K4), MEKK1(MAP3K1), ActRIIB, ACTA2, SMAD3",2.285E-03,4.880E-03,13,"ROCK1, SMAD4, SMAD2, Fibronectin, FTase-alpha, ActRIIA, RhoA, Activin A, JNK1(MAPK8), MEK4(MAP2K4), ActRIIB, ACTA2, SMAD3",
337,Role of DNA methylation in progression of multiple myeloma,45,6.550E-06,3.810E-05,1.639E-05,7.572E-05,30,"p14ARF, RARbeta, NOTCH1 receptor, JAK1, SOD2, SFRP2, APC protein, SOCS1, Beta-catenin, EGR1, Jagged2, CDK4, DKK3, IL-6, NF-kB, p16INK4, JAK2, DAPK1, SFRP5, CDK6, SFRP4, AP-1, WNT, p15, RHG7, DNMT1, SFRP1, p53, Bim, Frizzled",6.550E-06,3.810E-05,29,"IRF8, p14ARF, RARbeta, NOTCH1 receptor, JAK1, SOD2, SFRP2, APC protein, SOCS1, Beta-catenin, Jagged2, CDK4, DKK3, IL-6, NF-kB, p16INK4, JAK2, DAPK1, SFRP5, CDK6, STAT3, WNT, p15, RHG7, DNMT1, SFRP1, p53, Bim, Frizzled",
338,"Role of TNF-alpha, IL-1beta and IL-6 in development of obesity and type 2 diabetes in liver",45,6.550E-06,3.810E-05,5.887E-05,2.102E-04,29,"TNF-R2, JAK1, IRS-1, HNF3-beta, p47-phox, IL-1 beta, FKHR, SOCS3, APOB, IL-6, N-CoR, TNF-R1, TNF-alpha, JAK2, RelA (p65 NF-kB subunit), p22-phox, C/EBPbeta, ASK1 (MAP3K5), MTP, PTP-1B, JNK1(MAPK8), MEK4(MAP2K4), APOA1, CRP, PERC, HXK4, ADAM17, PAI1, mTOR",6.550E-06,3.810E-05,29,"TNF-R2, JAK1, HNF3-beta, p47-phox, IL-1 beta, FKHR, SOCS3, APOB, IL-6, N-CoR, TNF-R1, TNF-alpha, JAK2, RelA (p65 NF-kB subunit), p22-phox, C/EBPbeta, ASK1 (MAP3K5), G6PT, MTP, JNK1(MAPK8), MEK4(MAP2K4), STAT3, APOA1, CRP, PERC, HXK4, ADAM17, PAI1, mTOR",
339,Development_Glucocorticoid receptor signaling,25,6.993E-06,3.994E-05,3.669E-05,1.456E-04,19,"CBP, GCR Beta, GCR, Oct-1, NF-kB, HSP90, HSP70, MMP-13, SUMO-1, C/EBPbeta, p300, NCOA2 (GRIP1/TIF2), Oct-2, STAT5, GCR Alpha, NCOA1 (SRC1), SMAD3, PAI1, TGF-beta receptor type I",6.993E-06,3.994E-05,19,"CBP, GCR Beta, GCR, Oct-1, NF-kB, HSP90, HSP70, MMP-13, SUMO-1, C/EBPbeta, p300, NCOA2 (GRIP1/TIF2), Oct-2, STAT5, GCR Alpha, NCOA1 (SRC1), SMAD3, PAI1, TGF-beta receptor type I",
340,HGF receptor (Met) and MSP receptor (RON) signaling pathways in SCLC,43,7.027E-06,3.994E-05,2.015E-04,5.992E-04,27,"ERK1/2, CrkL, VEGF-A, CDK1 (p34), PI3K reg class IA (p85), PAX5, CDK4, CREB1, MEK1/2, AKT(PKB), c-Src, Gamma adducin, HGF, GAB2, Pyk2(FAK2), PI3K cat class IA, PKR, MEK3(MAP2K3), PDGF-A, FGF2, Alpha adducin, Thrombospondin 1, Paxillin, CDK2, JNK(MAPK8-10), HGF receptor (Met), mTOR",7.027E-06,3.994E-05,28,"p38alpha (MAPK14), ERK1/2, CrkL, VEGF-A, CDK1 (p34), PI3K reg class IA (p85), PAX5, CDK4, CREB1, MEK1/2, AKT(PKB), c-Src, Gamma adducin, HGF, GAB2, Pyk2(FAK2), PI3K cat class IA, PKR, MEK3(MAP2K3), PDGF-A, FGF2, Alpha adducin, Thrombospondin 1, CDK2, STAT3, JNK(MAPK8-10), HGF receptor (Met), mTOR",
341,Notch signaling in oligodendrocyte precursor cell differentiation in multiple sclerosis,27,7.432E-06,4.045E-05,7.432E-06,4.045E-05,21,"CNTN1 (F3), TIP30, TGF-beta 1, NOTCH1 receptor, HES5, NUP153, NOTCH2 (2ICD), RBP-J kappa (CBF1), NOTCH1 (NICD), Importin (karyopherin)-beta, MAML1, NOTCH2, SOX10, Myelin basic protein, HES1, DTX1, Lamin B1, MAG, NOTCH1 (NEXT), Jagged1, ADAM17",4.312E-05,1.806E-04,19,"CNTN1 (F3), TIP30, TGF-beta 1, NOTCH1 receptor, HES5, NUP153, NOTCH2 (2ICD), RBP-J kappa (CBF1), NOTCH1 (NICD), Importin (karyopherin)-beta, NOTCH2, SOX10, Myelin basic protein, HES1, DTX1, Lamin B1, NOTCH1 (NEXT), Jagged1, ADAM17",
342,Inhibition of TGF-beta 1 signaling in early colorectal cancer,27,7.432E-06,4.045E-05,7.432E-06,4.045E-05,21,"TGF-beta 1, Sno-N, SMAD4, SMAD2, Survivin, PI3K reg class IA, CDK4, MAP2, MMP-2, AKT(PKB), c-Myc, PI3K cat class IA, SMAD7, TGF-beta receptor type II, Ski, Thrombospondin 1, SMAD6, Beta-fodrin, SMAD3, MMP-9, TGF-beta receptor type I",7.724E-06,4.341E-05,20,"TGF-beta 1, Sno-N, SMAD4, SMAD2, Survivin, PI3K reg class IA, CDK4, MAP2, MMP-2, AKT(PKB), PI3K cat class IA, SMAD7, TGF-beta receptor type II, Ski, Thrombospondin 1, SMAD6, Beta-fodrin, SMAD3, MMP-9, TGF-beta receptor type I",
343,Noise-induced hair cell death and spiral ganglion neuron degeneration,96,7.449E-06,4.045E-05,7.449E-06,4.045E-05,55,"TrkA, Calcineurin A (catalytic), CCL2, Apaf-1, AMPK beta subunit, AMPK gamma subunit, HDAC4, HDAC3, Bak, Syntaxin 1A, Caspase-8, Actin, E2F3, Rac1, BAD, IL-1 beta, Bax, TMC1, HDAC2, ERM proteins, DIA1, Caspase-3, RIPK1, IL-6, Synaptotagmin IV, Ca(II)channel T-type, Calpain 1(mu), c-Src, NT-3, TNF-alpha, RhoA, PI3K reg class IA (p85-alpha), Otoferlin, iNOS, ROCK2, TrkC, CACNA1G, F-Actin cytoskeleton, AMPK alpha subunit, Ca(II)channel L-type, Caspase-9, Isoform p66 Shc, TrkB, COX-2 (PTGS2), GDNF, ROCK, PI3K cat class IA (p110-alpha), TMC2, FasR(CD95), Alpha-fodrin, JNK(MAPK8-10), HDAC1, p53, Calcineurin B (regulatory), BDNF",1.104E-05,6.000E-05,51,"p38alpha (MAPK14), Calcineurin A (catalytic), CCL2, Apaf-1, SNAP-25, AMPK beta subunit, AMPK gamma subunit, HDAC4, HDAC3, Caspase-8, Actin, E2F3, IL-1 beta, Bax, TMC1, HDAC2, ERM proteins, DIA1, Caspase-3, RIPK1, IL-6, Synaptotagmin IV, Ca(II)channel T-type, Calpain 1(mu), c-Src, TNF-alpha, RhoA, PI3K reg class IA (p85-alpha), Otoferlin, iNOS, ROCK2, CACNA1G, F-Actin cytoskeleton, AMPK alpha subunit, Caspase-9, p67-phox, Isoform p66 Shc, TrkB, STAT3, COX-2 (PTGS2), GDNF, ROCK, PI3K cat class IA (p110-alpha), TMC2, FasR(CD95), Alpha-fodrin, JNK(MAPK8-10), HDAC1, p53, Calcineurin B (regulatory), BDNF",
344,MAPK-mediated proliferation of normal and asthmatic smooth muscle cells,56,7.450E-06,4.218E-05,8.332E-05,2.865E-04,34,"TGF-beta 1, LPAR3, ERK1/2, HB-EGF, PDGF-R-alpha, IP3 receptor, LPAR2, Shc, Thrombin, PLC-beta, Endothelin-1, PLAT (TPA), N-Ras, IL-13, PDGF-C, CREB1, MEK1/2, G-protein beta/gamma, PDGF receptor, c-Src, LPAR1, EGFR, G-protein alpha-i family, PDGF-A, FGF2, SOS, p90Rsk, EDNRB, PKC-alpha, Elk-1, PAI1, EDNRA, TGF-beta receptor type I, PDGF-R-beta",7.450E-06,4.218E-05,34,"p38alpha (MAPK14), TGF-beta 1, LPAR3, ERK1/2, HB-EGF, c-Raf-1, PDGF-R-alpha, IP3 receptor, LPAR2, Shc, PLC-beta, Endothelin-1, PLAT (TPA), N-Ras, PDGF-C, CREB1, MEK1/2, G-protein beta/gamma, PDGF receptor, c-Src, LPAR1, EGFR, G-protein alpha-i family, PDGF-A, FGF2, SOS, p90Rsk, EDNRB, PKC-alpha, Elk-1, PAI1, EDNRA, TGF-beta receptor type I, PDGF-R-beta",
345,Maturation and migration of dendritic cells in skin sensitization,41,7.476E-06,4.218E-05,1.575E-05,7.433E-05,28,"MHC class II alpha chain, TNF-R2, MHC class II, ICAM1, ERK1/2, HLA-DRA1, IL-1 beta, I-kB, IL-6, CD83, NF-kB, HLA-DRB5, MHC class II beta chain, TNF-R1, TNF-alpha, HLA-DRB1, IL-8, ASK1 (MAP3K5), MEK3(MAP2K3), c-Jun, CCL19, GCK(MAP4K2), MEKK1(MAP3K1), HLA-DRB, JNK(MAPK8-10), p38 MAPK, IL-12 beta, CD86",7.476E-06,4.218E-05,27,"MHC class II alpha chain, TNF-R2, MHC class II, ICAM1, ERK1/2, HLA-DRA1, IL-1 beta, I-kB, IL-6, CD83, NF-kB, HLA-DRB5, MHC class II beta chain, TNF-R1, TNF-alpha, HLA-DRB1, CD80, IL-8, ASK1 (MAP3K5), MEK3(MAP2K3), CCL19, GCK(MAP4K2), HLA-DRB, JNK(MAPK8-10), p38 MAPK, IL-12 beta, CD86",
346,CHDI_Correlations from Replication data_Causal network (negative correlations),40,7.516E-06,4.045E-05,7.516E-06,4.045E-05,28,"CBP, PLD1, TCF7L2 (TCF4), Beta-catenin, Fibronectin, Dsh, PLC-beta1, Plasminogen, GSK3 beta, alpha-V/beta-3 integrin, LRP5, CREB1, PLAUR (uPAR), CtBP, AKT(PKB), Collagen IV, Axin, LPP3, RhoA, Laminin 1, Plasmin, PLAU (UPA), ACM3, PKC, WNT, G-protein alpha-q, Frizzled, PLC-beta2",6.751E-04,1.702E-03,23,"CBP, PLD1, TCF7L2 (TCF4), Beta-catenin, Fibronectin, Dsh, GSK3 beta, alpha-V/beta-3 integrin, CREB1, PLAUR (uPAR), CtBP, AKT(PKB), Collagen IV, Axin, LPP3, RhoA, Laminin 1, PLAU (UPA), ACM3, PKC, WNT, Frizzled, PLC-beta2",
347,Stem cells_Pancreatic cancer stem cells in tumor metastasis,40,7.516E-06,4.045E-05,7.516E-06,4.045E-05,28,"LARG, ARHGEF1 (p115RhoGEF), VAV-1, PI3K cat class IB (p110-gamma), Rac1, IP3 receptor, MLCP (reg), G-protein beta/gamma, CDC42, Fyn, c-Src, MLCK, CXCR4, MLCP (cat), RhoA, Pyk2(FAK2), CD133, G-protein alpha-i family, F-Actin cytoskeleton, Myosin II, MyHC, ROCK, PDZ-RhoGEF, Calmodulin, MRLC, PLC-gamma, MELC, PI3K reg class IB (p101)",6.079E-05,2.463E-04,25,"ARHGEF1 (p115RhoGEF), VAV-1, PI3K cat class IB (p110-gamma), IP3 receptor, MLCP (reg), G-protein beta/gamma, CDC42, Fyn, c-Src, MLCK, CXCR4, MLCP (cat), RhoA, Pyk2(FAK2), CD133, G-protein alpha-i family, F-Actin cytoskeleton, Myosin II, MyHC, ROCK, PDZ-RhoGEF, Calmodulin, MRLC, PLC-gamma, MELC",
348,IL-1 signaling in melanoma,42,7.921E-06,4.221E-05,7.921E-06,4.221E-05,29,"GRO-2, MLANA, IL-1 alpha, PD-L2, alpha-4/beta-1 integrin, ICAM1, SOD2, CCL2, VEGF-A, GRO-3, TYRO, IL-1 beta, I-kB, GRO-1, MyD88, IL-6, NF-kB, VCAM1, iNOS, IL-18, IL-8, c-Jun, COX-2 (PTGS2), AP-1, JNK(MAPK8-10), p53, MITF, MMP-9, PD-L1",5.498E-05,2.265E-04,26,"GRO-2, MLANA, IL-1 alpha, PD-L2, alpha-4/beta-1 integrin, ICAM1, SOD2, CCL2, VEGF-A, GRO-3, TYRO, IL-1 beta, I-kB, GRO-1, IL-6, NF-kB, VCAM1, iNOS, IL-18, IL-8, COX-2 (PTGS2), JNK(MAPK8-10), p53, MITF, MMP-9, PD-L1",
349,CHDI_DEGs from Replication data_Causal network,81,7.956E-06,4.221E-05,7.956E-06,4.221E-05,48,"CBP, CDK5R1 (p35), CDK5, Calcineurin A (catalytic), PLD1, PP1-cat, TCF7L2 (TCF4), ERK1/2, Casein kinase I epsilon, Beta-catenin, EGR1, APP, Dsh, PLC-beta1, IP3 receptor, I-kB, Shc, GSK3 beta, ADAM9, IKK-alpha, cPLA2, LRP5, CREB1, CtBP, AKT(PKB), GABA-A receptor beta-2 subunit, Axin, LPP3, RhoA, LTBR(TNFRSF3), NF-kB1 (p50), PKC-delta, c-Jun, SOS, NIK(MAP3K14), ACM3, MEK4(MAP2K4), Calmodulin, PKC, MEKK1(MAP3K1), WNT, LTB, alpha-2/beta-1 integrin, G-protein alpha-q, p53, Calcineurin B (regulatory), Frizzled, Collagen I",1.329E-04,4.599E-04,42,"CBP, CDK5R1 (p35), CDK5, Calcineurin A (catalytic), PLD1, PP1-cat, TCF7L2 (TCF4), ERK1/2, Casein kinase I epsilon, Beta-catenin, c-Raf-1, APP, NEFM, Dsh, IP3 receptor, I-kB, Shc, GSK3 beta, ADAM9, cPLA2, CREB1, CtBP, AKT(PKB), Axin, LPP3, MEK1(MAP2K1), RhoA, LTBR(TNFRSF3), NF-kB1 (p50), SOS, NIK(MAP3K14), ACM3, MEK4(MAP2K4), Calmodulin, PKC, WNT, LTB, alpha-2/beta-1 integrin, p53, Calcineurin B (regulatory), Frizzled, Collagen I",
350,"Immune response_Antigen presentation by MHC class I, classical pathway",54,8.306E-06,4.616E-05,8.810E-05,3.023E-04,33,"MIC2, GANAB, UGCGL1, Endoplasmin, Bleomycin hydrolase, TAP, TAP1 (PSF1), PC7, PSME2, Calreticulin, PSMB2, MHC class I, Sec23, HSP70, PDIA3, PSMB8(LMP7), PSMB9, TPP2, Tapasin, MHC Class I alpha chain, Beta-2-microglobulin, Sec24, CD8, Nardilysin, PSMB10, PSMB11, TAP2 (PSF2), Calnexin, TAPBPL, ERAP2, Furin, BCAP31, ERAP1",8.306E-06,4.616E-05,33,"MIC2, GANAB, UGCGL1, Endoplasmin, IFN-gamma, Bleomycin hydrolase, TAP, TAP1 (PSF1), PC7, Calreticulin, PSMB2, MHC class I, Sec23, HSP70, PDIA3, PSMB8(LMP7), PSMB9, TPP2, Tapasin, MHC Class I alpha chain, Beta-2-microglobulin, Sec24, CD8, Nardilysin, PSMB10, PSMB11, TAP2 (PSF2), Calnexin, TAPBPL, ERAP2, Furin, BCAP31, ERAP1",
351,Role of FSH and Lutropin in ovarian cancer,56,8.344E-06,4.379E-05,8.344E-06,4.379E-05,36,"DR5(TNFRSF10B), ITGAV, CD44, ERK1/2, VEGF-A, PKA-reg (cAMP-dependent), APPL1, RAP-1A, Survivin, FKHR, Adenylate cyclase, SLIT2, MMP-2, CREB1, IL-6, MEK1/2, AKT(PKB), c-Myc, LH receptor, B-Raf, HIF1A, PKC-delta, EGFR, HIF-1, COX-2 (PTGS2), PI3K cat class IA (p110-alpha), TRPC3, PKC-alpha, Cyclin E, NOTCH1 precursor, AKT2, JNK(MAPK8-10), NRF2, MMP-9, PKA-cat (cAMP-dependent), mTOR",7.515E-05,2.980E-04,32,"DR5(TNFRSF10B), ITGAV, CD44, ERK1/2, VEGF-A, APPL1, RAP-1A, COX-1 (PTGS1), Survivin, FKHR, Adenylate cyclase, SLIT2, MMP-2, CREB1, IL-6, MEK1/2, AKT(PKB), FSHR, B-Raf, HIF1A, EGFR, COX-2 (PTGS2), PI3K cat class IA (p110-alpha), TRPC3, PKC-alpha, Cyclin E, NOTCH1 precursor, JNK(MAPK8-10), NRF2, MMP-9, PKA-cat (cAMP-dependent), mTOR",
352,SHH signaling in colorectal cancer,31,8.475E-06,4.675E-05,2.218E-04,6.399E-04,21,"DR5(TNFRSF10B), TCF7L2 (TCF4), FOXC2, Beta-catenin, PDGF-R-alpha, Vimentin, Smoothened, GLI-2, SIP1 (ZFHX1B), c-Myc, B-Raf, PTCH1, FOXM1, GLI-3R, GLI-3, WNT, IMP1(ZBP1), SNAIL1, GLI-1, p53, Frizzled",8.475E-06,4.675E-05,22,"DR5(TNFRSF10B), TCF7L2 (TCF4), FOXC2, Beta-catenin, PDGF-R-alpha, Vimentin, Smoothened, GLI-2, SIP1 (ZFHX1B), MEK1(MAP2K1), B-Raf, PTCH1, FOXM1, GLI-3R, GLI-3, WNT, IMP1(ZBP1), HIP, SNAIL1, GLI-1, p53, Frizzled",
353,Translation_Regulation of EIF4F activity,54,8.488E-06,4.379E-05,8.488E-06,4.379E-05,35,"TGF-beta 1, RHEB2, IRS-1, eIF4E, ERK1/2, PKC-zeta, Rac1, Shc, PI3K reg class IA, eIF4G2, MEK2(MAP2K2), CDC42, AKT(PKB), TAK1(MAP3K7), Tiam1, MLK3(MAP3K11), PI3K cat class IA, TGF-beta receptor type II, EGFR, MEK3(MAP2K3), eIF4H, SOS, PP2A catalytic, eIF4G1/3, MNK1, eIF4G1, Hamartin, MEK4(MAP2K4), 4E-BP1, MEKK1(MAP3K1), eIF4A, TAB1, p38 MAPK, mTOR, TGF-beta receptor type I",1.683E-03,3.733E-03,28,"TGF-beta 1, RHEB2, ERK1/2, c-Raf-1, Shc, PI3K reg class IA, MEK2(MAP2K2), CDC42, AKT(PKB), TAK1(MAP3K7), MEK1(MAP2K1), Tiam1, MLK3(MAP3K11), PI3K cat class IA, TGF-beta receptor type II, EGFR, MEK3(MAP2K3), eIF4H, SOS, PP2A catalytic, eIF4G1/3, MNK1, eIF4G1, MEK4(MAP2K4), eIF4A, p38 MAPK, mTOR, TGF-beta receptor type I",
354,Role of metalloproteases and heparanase in progression of pancreatic cancer,33,8.540E-06,4.694E-05,2.241E-04,6.399E-04,22,"CD44, HB-EGF, Matrilysin (MMP-7), VEGF-A, VEGFR-2, Shc, Heparanase 1, CD44 soluble, MEK2(MAP2K2), MMP-2, CD44 (EXT), FasL(TNFSF6), Collagen IV, TIMP2, CD147, EGFR, ZO-1, SOS, TIMP1, MMP-14, MMP-11, MMP-9",8.540E-06,4.694E-05,23,"CD44, HB-EGF, Matrilysin (MMP-7), VEGF-A, c-Raf-1, VEGFR-2, Shc, Heparanase 1, CD44 soluble, MEK2(MAP2K2), MMP-2, CD44 (EXT), Collagen IV, TIMP2, CD147, MEK1(MAP2K1), EGFR, ZO-1, SOS, TIMP1, MMP-14, MMP-11, MMP-9",
355,Immune response_C3a signaling,48,8.563E-06,4.379E-05,8.563E-06,4.379E-05,32,"TGF-beta 1, MHC class II, CCL2, ROCK1, ERK1/2, VEGF-A, PI3K cat class IB (p110-gamma), IP3 receptor, IL-1 beta, PLC-beta, FKHR, IKK-alpha, Adenylate cyclase, IL-6, MEK1/2, G-protein beta/gamma, AKT(PKB), NF-kB p50/p65, C3aR, TERT, TNF-alpha, RhoA, RelA (p65 NF-kB subunit), KLF5, IL-8, G-protein alpha-i family, NGF, FOXO3A, C3a, PI3K reg class IB (p101), p38 MAPK, CD86",1.284E-04,4.453E-04,28,"TGF-beta 1, MHC class II, CCL2, ROCK1, ERK1/2, VEGF-A, PI3K cat class IB (p110-gamma), IP3 receptor, IL-1 beta, PLC-beta, FKHR, Adenylate cyclase, IL-6, MEK1/2, G-protein beta/gamma, AKT(PKB), NF-kB p50/p65, TERT, TNF-alpha, RhoA, RelA (p65 NF-kB subunit), KLF5, IL-8, G-protein alpha-i family, NGF, C3a, p38 MAPK, CD86",
356,GLP-1 in beta cell apoptosis in type 2 diabetes,48,8.563E-06,4.379E-05,8.563E-06,4.379E-05,32,"IRS-2, Apaf-1, IRS-1, ERK1/2, GLP-1 (7-36) amide, PKA-reg (cAMP-dependent), GLP-1 receptor, BAD, IL-1 beta, I-kB, Bax, GSK3 beta, FKHR, IKK-alpha, IGF-2, Caspase-3, CREB1, GLP-1 (7-37), NF-kB, TNF-R1, JIP-1, TNF-alpha, Thioredoxin, c-IAP2, cAMP-GEFII, c-Jun, Caspase-9, p300, MKK7 (MAP2K7), JNK1(MAPK8), p53, PKA-cat (cAMP-dependent)",1.059E-03,2.486E-03,26,"IRS-2, Apaf-1, ERK1/2, GLP-1 (7-36) amide, GLP-1 receptor, IL-1 beta, I-kB, Bax, GSK3 beta, FKHR, IGF-2, Caspase-3, CREB1, GLP-1 (7-37), NF-kB, TNF-R1, JIP-1, TNF-alpha, c-IAP2, cAMP-GEFII, p90RSK1, Caspase-9, p300, JNK1(MAPK8), p53, PKA-cat (cAMP-dependent)",
