Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,up_genes_int_061520_genelist,,,,up_genes_rna_061620_genelist,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
487,Muscle contraction_Delta-type opioid receptor in smooth muscle contraction,26,4.436E-01,8.084E-01,4.558E-01,8.084E-01,1,PI3K reg class IB (p101),4.436E-01,8.219E-01,1,PI3K reg class IB (p101),
488,Signal transduction_HTR2A-dependent arachidonic acid production,26,4.436E-01,8.084E-01,4.558E-01,8.084E-01,1,RhoA-related,4.436E-01,8.219E-01,1,RhoA-related,
489,Activation of osteoclast differentiation in bone lesions formation in multiple myeloma,27,4.560E-01,8.084E-01,4.684E-01,8.084E-01,1,CCR5,4.560E-01,8.219E-01,1,CCR5,
490,Histamine metabolism,27,4.560E-01,8.084E-01,4.684E-01,8.084E-01,1,ABP1,4.560E-01,8.219E-01,1,ABP1,
491,Neurophysiological process_GABA-A receptor life cycle,27,4.560E-01,8.084E-01,4.684E-01,8.084E-01,1,GABA-A receptor gamma-2 subunit,4.560E-01,8.219E-01,1,GABA-A receptor gamma-2 subunit,
492,Inhibition of TGF-beta 1 signaling in early colorectal cancer,27,4.560E-01,8.084E-01,4.684E-01,8.084E-01,1,CEACAM5,4.560E-01,8.219E-01,1,CEACAM5,
493,Desensitization of Beta-2 adrenergic receptor signaling and reduction of relaxation,27,4.560E-01,8.084E-01,4.684E-01,8.084E-01,1,PGE2R3,4.560E-01,8.219E-01,1,PGE2R3,
494,Calcium-dependent regulation of normal and asthmatic smooth muscle contraction,69,4.569E-01,8.084E-01,4.760E-01,8.084E-01,2,"Tryptase, BDKRB2",4.569E-01,8.219E-01,2,"Tryptase, BDKRB2",
495,Chemotaxis_CXCR3-A signaling,69,4.569E-01,8.084E-01,4.760E-01,8.084E-01,2,"PI3K reg class IB (p101), ROR-gamma",4.569E-01,8.219E-01,2,"PI3K reg class IB (p101), ROR-gamma",
496,ErbB2-induced breast cancer cell invasion,67,4.607E-01,8.084E-01,4.607E-01,8.084E-01,2,"PDCD4, ErbB3",7.798E-01,8.336E-01,1,PDCD4,
497,Immune response_IL-11 signaling pathway via MEK/ERK and PI3K/AKT cascades,67,4.607E-01,8.084E-01,4.607E-01,8.084E-01,2,"SFK, p27KIP1",7.798E-01,8.336E-01,1,SFK,
498,Neurophysiological process_Role of CDK5 in presynaptic signaling,28,4.682E-01,8.084E-01,4.807E-01,8.084E-01,1,TY3H,4.682E-01,8.219E-01,1,TY3H,
499,Neurophysiological process_GABA-B receptor signaling in presynaptic nerve terminals,28,4.682E-01,8.084E-01,4.807E-01,8.084E-01,1,Adenylate cyclase type V,4.682E-01,8.219E-01,1,Adenylate cyclase type V,
500,Pro-oncogenic action of Androgen receptor in ovarian cancer,28,4.682E-01,8.084E-01,4.807E-01,8.084E-01,1,Androgen receptor,4.682E-01,8.219E-01,1,Androgen receptor,
501,Mitogenic action of Estradiol / ESR1 (nuclear) in breast cancer,28,4.682E-01,8.084E-01,4.807E-01,8.084E-01,1,ESR1 (nuclear),4.682E-01,8.219E-01,1,ESR1 (nuclear),
502,Development_Regulation of CDK5 in CNS,28,4.682E-01,8.084E-01,4.807E-01,8.084E-01,1,Adenylate cyclase type V,4.682E-01,8.219E-01,1,Adenylate cyclase type V,
503,IL-17 and IL-17F-induced inflammatory signaling in normal and asthmatic airway epithelium,28,4.682E-01,8.084E-01,4.807E-01,8.084E-01,1,IL-19,4.682E-01,8.219E-01,1,IL-19,
504,Development_Positive regulation of STK3/4 (Hippo) pathway and negative regulation of YAP/TAZ function,71,4.717E-01,8.084E-01,4.910E-01,8.084E-01,2,"EBP50, Adenylate cyclase",4.717E-01,8.219E-01,2,"EBP50, Adenylate cyclase",
505,Role of microRNAs in cell proliferation in colorectal cancer,69,4.760E-01,8.084E-01,4.760E-01,8.084E-01,2,"PTEN, RhoB",7.896E-01,8.377E-01,1,RhoB,
506,Hedgehog signaling in gastric cancer,29,4.800E-01,8.084E-01,4.927E-01,8.084E-01,1,MSX-2,4.800E-01,8.219E-01,1,MSX-2,
507,Bone metastases in Prostate Cancer,29,4.800E-01,8.084E-01,4.927E-01,8.084E-01,1,PTHR1,4.800E-01,8.219E-01,1,PTHR1,
508,Histone deacetylases in Prostate Cancer,29,4.800E-01,8.084E-01,4.927E-01,8.084E-01,1,Androgen receptor,4.800E-01,8.219E-01,1,Androgen receptor,
509,Apoptosis and survival_p53-dependent apoptosis,29,4.800E-01,8.084E-01,4.927E-01,8.084E-01,1,Bcl-2,4.800E-01,8.219E-01,1,Bcl-2,
510,EZH2 in Prostate Cancer,29,4.800E-01,8.084E-01,4.927E-01,8.084E-01,1,PGE2R3,4.800E-01,8.219E-01,1,PGE2R3,
511,Immune response_Delta-type opioid receptor signaling in T-cells,29,4.800E-01,8.084E-01,4.927E-01,8.084E-01,1,PI3K reg class IB (p101),4.800E-01,8.219E-01,1,PI3K reg class IB (p101),
512,Cholesterol and Sphingolipid transport / Recycling to plasma membrane in lung (normal and CF),29,4.800E-01,8.084E-01,4.927E-01,8.084E-01,1,ABCG1,4.800E-01,8.219E-01,1,ABCG1,
513,Development_SSTR1 in regulation of cell proliferation and migration,29,4.800E-01,8.084E-01,4.927E-01,8.084E-01,1,PI3K reg class IB (p101),4.800E-01,8.219E-01,1,PI3K reg class IB (p101),
514,Immune response_CD137 signaling in immune cell,29,4.800E-01,8.084E-01,4.927E-01,8.084E-01,1,Bcl-2,4.800E-01,8.219E-01,1,Bcl-2,
515,Prostate Cancer: candidate susceptibility genes in inflammatory pathways,29,4.800E-01,8.084E-01,4.927E-01,8.084E-01,1,IL8RA,4.800E-01,8.219E-01,1,IL8RA,
516,Signal transduction_Adenosine A2B receptor signaling pathway,71,4.910E-01,8.084E-01,4.910E-01,8.084E-01,2,"PDK1, Adenylate cyclase",7.989E-01,8.424E-01,1,Adenylate cyclase,
517,Inhibition of mast cell functions by Siglecs in asthma,30,4.917E-01,8.084E-01,5.045E-01,8.084E-01,1,SIGLEC5,4.917E-01,8.219E-01,1,SIGLEC5,
518,Development_WNT/Beta-catenin signaling in cell differentiation,30,4.917E-01,8.084E-01,5.045E-01,8.084E-01,1,ROR-gamma,4.917E-01,8.219E-01,1,ROR-gamma,
519,"Regulation of lipid metabolism_RXR-dependent regulation of lipid metabolism via PPAR, RAR and VDR",30,4.917E-01,8.084E-01,5.045E-01,8.084E-01,1,HMGCS2,4.917E-01,8.219E-01,1,HMGCS2,
520,Putative role of Tregs in COPD,30,4.917E-01,8.084E-01,5.045E-01,8.084E-01,1,ROR-gamma,4.917E-01,8.219E-01,1,ROR-gamma,
521,Cell adhesion_Gap junctions,30,4.917E-01,8.084E-01,5.045E-01,8.084E-01,1,Connexin 32,4.917E-01,8.219E-01,1,Connexin 32,
522,Colorectal cancer (general schema),30,4.917E-01,8.084E-01,5.045E-01,8.084E-01,1,IL8RA,4.917E-01,8.219E-01,1,IL8RA,
523,Production of arachidonic acid derivatives by mast cells in asthma,30,4.917E-01,8.084E-01,5.045E-01,8.084E-01,1,PLA2(hGIIA),4.917E-01,8.219E-01,1,PLA2(hGIIA),
524,Neurophysiological process_nNOS signaling in neuronal synapses,30,4.917E-01,8.084E-01,5.045E-01,8.084E-01,1,Dexras1,4.917E-01,8.219E-01,1,Dexras1,
525,Signal transduction_Additional pathways of NF-kB activation (in the nucleus),30,4.917E-01,8.084E-01,5.045E-01,8.084E-01,1,Adenylate cyclase,4.917E-01,8.219E-01,1,Adenylate cyclase,
526,Inter-cellular relations in COPD (general schema),30,4.917E-01,8.084E-01,5.045E-01,8.084E-01,1,TGF-beta,4.917E-01,8.219E-01,1,TGF-beta,
527,Metabolism of L-Proline and derivatives,74,4.935E-01,8.084E-01,5.130E-01,8.084E-01,2,"CRYM, DHDPSL",4.935E-01,8.219E-01,2,"CRYM, DHDPSL",
528,Arachidonic acid production,74,4.935E-01,8.084E-01,5.130E-01,8.084E-01,2,"PLA2(hGIIA), PLC-eta 2",4.935E-01,8.219E-01,2,"PLA2(hGIIA), PLC-eta 2",
529,Renal secretion of organic electrolytes / Rodent version ,75,5.006E-01,8.084E-01,5.202E-01,8.084E-01,2,"SLC5A8, PEPT1",5.006E-01,8.219E-01,2,"SLC5A8, PEPT1",
530,"SREBP1 cross-talk with PXR, CAR and LXR/ Rodent version",31,5.030E-01,8.084E-01,5.160E-01,8.084E-01,1,CYP2B6,5.030E-01,8.219E-01,1,CYP2B6,
531,Role of IL-2 in the enhancement of NK cell cytotoxicity in multiple sclerosis,31,5.030E-01,8.084E-01,5.160E-01,8.084E-01,1,CX3CR1,5.030E-01,8.219E-01,1,CX3CR1,
532,Deregulation of canonical WNT signaling in major depressive disorder,31,5.030E-01,8.084E-01,5.160E-01,8.084E-01,1,Tau (MAPT),5.030E-01,8.219E-01,1,Tau (MAPT),
533,SHH signaling in colorectal cancer,31,5.030E-01,8.084E-01,5.160E-01,8.084E-01,1,Bcl-2,5.030E-01,8.219E-01,1,Bcl-2,
534,Development_Activation of ERK by Kappa-type opioid receptor,31,5.030E-01,8.084E-01,5.160E-01,8.084E-01,1,PI3K reg class IB (p101),5.030E-01,8.219E-01,1,PI3K reg class IB (p101),
535,Apoptosis and survival_Role of IAP-proteins in apoptosis,31,5.030E-01,8.084E-01,5.160E-01,8.084E-01,1,NAIP,5.030E-01,8.219E-01,1,NAIP,
536,Arachidonic acid metabolites production in alveolar macrophages in asthma,31,5.030E-01,8.084E-01,5.160E-01,8.084E-01,1,PLA2(hGIIA),5.030E-01,8.219E-01,1,PLA2(hGIIA),
537,Putative glucocorticoid- and LABA-mediated inhibition of pro-fibrotic signaling in airway fibroblasts/myofibroblasts,31,5.030E-01,8.084E-01,5.160E-01,8.084E-01,1,C/EBPalpha,5.030E-01,8.219E-01,1,C/EBPalpha,
538,Influence of low doses of Arsenite on glucose uptake in adipocytes,31,5.030E-01,8.084E-01,5.160E-01,8.084E-01,1,C/EBPalpha,5.030E-01,8.219E-01,1,C/EBPalpha,
539,Immune response_IL-23 signaling pathway,31,5.030E-01,8.084E-01,5.160E-01,8.084E-01,1,ROR-gamma,5.030E-01,8.219E-01,1,ROR-gamma,
540,NETosis in SLE,31,5.030E-01,8.084E-01,5.160E-01,8.084E-01,1,CAMP,5.030E-01,8.219E-01,1,CAMP,
541,"Immune response_IL-2 signaling via ERK, PI3K, and PLC-gamma",73,5.057E-01,8.084E-01,5.057E-01,8.084E-01,2,"p27KIP1, Bcl-2",8.078E-01,8.438E-01,1,Bcl-2,
542,Signal transduction_mTORC1 upstream signaling,74,5.130E-01,8.084E-01,5.130E-01,8.084E-01,2,"Tuberin, GHR",8.121E-01,8.438E-01,1,GHR,
543,Immune response_Distinct metabolic pathways in naive and effector CD8+ T cells,74,5.130E-01,8.084E-01,5.130E-01,8.084E-01,2,"Tuberin, DHE4",8.121E-01,8.438E-01,1,DHE4,
544,Development_Transcription regulation of granulocyte development,32,5.141E-01,8.084E-01,5.272E-01,8.084E-01,1,C/EBPalpha,5.141E-01,8.219E-01,1,C/EBPalpha,
545,"Stem cells_Cooperation between Hedgehog, IGF-2 and HGF signaling pathways in medulloblastoma stem cells",32,5.141E-01,8.084E-01,5.272E-01,8.084E-01,1,Bcl-2,5.141E-01,8.219E-01,1,Bcl-2,
546,Stem cells_Role of ion channels in glioblastoma cell invasion,32,5.141E-01,8.084E-01,5.272E-01,8.084E-01,1,MaxiK alpha subunit,5.141E-01,8.219E-01,1,MaxiK alpha subunit,
547,Hedgehog signaling in pancreatic cancer,32,5.141E-01,8.084E-01,5.272E-01,8.084E-01,1,Bcl-2,5.141E-01,8.219E-01,1,Bcl-2,
548,Protein folding and maturation_Bradykinin / Kallidin maturation,32,5.141E-01,8.084E-01,5.272E-01,8.084E-01,1,BDKRB2,5.141E-01,8.219E-01,1,BDKRB2,
549,Cytoskeleton remodeling_Reverse signaling by Ephrin-B,32,5.141E-01,8.084E-01,5.272E-01,8.084E-01,1,Tau (MAPT),5.141E-01,8.219E-01,1,Tau (MAPT),
550,Epithelial cell apoptosis in COPD,32,5.141E-01,8.084E-01,5.272E-01,8.084E-01,1,Bcl-2,5.141E-01,8.219E-01,1,Bcl-2,
551,"Development_Role of Ceramide 1-phosphate, Sphingosine 1-phosphate and Complement cascade in hematopoietic stem cell homing",32,5.141E-01,8.084E-01,5.272E-01,8.084E-01,1,PGE2R3,5.141E-01,8.219E-01,1,PGE2R3,
552,Role of metalloproteases and heparanase in progression of pancreatic cancer,33,5.250E-01,8.084E-01,5.381E-01,8.084E-01,1,Alpha 1-antitrypsin,5.250E-01,8.219E-01,1,Alpha 1-antitrypsin,
553,Apoptosis and survival_Regulation of Apoptosis by Mitochondrial Proteins,33,5.250E-01,8.084E-01,5.381E-01,8.084E-01,1,Bcl-2,5.250E-01,8.219E-01,1,Bcl-2,
554,Influence of multiple myeloma cells on bone marrow stromal cells,33,5.250E-01,8.084E-01,5.381E-01,8.084E-01,1,FGFR4,5.250E-01,8.219E-01,1,FGFR4,
555,Chemotaxis_CCL19- and CCL21-mediated chemotaxis,33,5.250E-01,8.084E-01,5.381E-01,8.084E-01,1,Adenylate cyclase,5.250E-01,8.219E-01,1,Adenylate cyclase,
556,"Leucine, isoleucine and valine metabolism.p.2",79,5.284E-01,8.084E-01,5.483E-01,8.084E-01,2,"GABT, HMGCS2",5.284E-01,8.219E-01,2,"GABT, HMGCS2",
557,Chemotaxis_SDF-1/ CXCR4-induced chemotaxis of immune cells,79,5.284E-01,8.084E-01,5.483E-01,8.084E-01,2,"SFK, PI3K reg class IB (p101)",5.284E-01,8.219E-01,2,"SFK, PI3K reg class IB (p101)",
558,L-Tryptophan metabolism (part 1),80,5.352E-01,8.084E-01,5.551E-01,8.084E-01,2,"SLC7A8, INMT",5.352E-01,8.219E-01,2,"SLC7A8, INMT",
559,Signal transduction_Erk Interactions: Inhibition of Erk,34,5.356E-01,8.084E-01,5.488E-01,8.084E-01,1,MKP-2,5.356E-01,8.219E-01,1,MKP-2,
560,Regulation of CFTR gating (normal and CF),34,5.356E-01,8.084E-01,5.488E-01,8.084E-01,1,Adenylate cyclase,5.356E-01,8.219E-01,1,Adenylate cyclase,
561,Cannabinoid receptor signaling in nicotine addiction,34,5.356E-01,8.084E-01,5.488E-01,8.084E-01,1,nAChR alpha-4,5.356E-01,8.219E-01,1,nAChR alpha-4,
562,Immune response_IL-11 signaling via JAK/STAT,34,5.356E-01,8.084E-01,5.488E-01,8.084E-01,1,Bcl-2,5.356E-01,8.219E-01,1,Bcl-2,
563,Oxidative stress_ROS-mediated activation of MAPK via inhibition of phosphatases,34,5.356E-01,8.084E-01,5.488E-01,8.084E-01,1,PP2A regulatory,5.356E-01,8.219E-01,1,PP2A regulatory,
564,"Apoptosis and survival_Cytoplasmic/mitochondrial transport of proapoptotic proteins Bid, Bmf and Bim",34,5.356E-01,8.084E-01,5.488E-01,8.084E-01,1,Bcl-2,5.356E-01,8.219E-01,1,Bcl-2,
565,NK cells in allergic contact dermatitis,34,5.356E-01,8.084E-01,5.488E-01,8.084E-01,1,CCR5,5.356E-01,8.219E-01,1,CCR5,
566,Development_Role of cell-cell and ECM-cell interactions in oligodendrocyte differentiation and myelination,34,5.356E-01,8.084E-01,5.488E-01,8.084E-01,1,Connexin 32,5.356E-01,8.219E-01,1,Connexin 32,
567,Role of Apo-2L(TNFSF10) in Prostate Cancer cell apoptosis,34,5.356E-01,8.084E-01,5.488E-01,8.084E-01,1,Bcl-2,5.356E-01,8.219E-01,1,Bcl-2,
568,Role of osteoblasts in bone lesions formation in multiple myeloma,35,5.459E-01,8.084E-01,5.593E-01,8.084E-01,1,CCR5,5.459E-01,8.219E-01,1,CCR5,
569,Immune response_Th17 cell differentiation,35,5.459E-01,8.084E-01,5.593E-01,8.084E-01,1,ROR-gamma,5.459E-01,8.219E-01,1,ROR-gamma,
570,TNF-alpha and IL-1 beta induce hyperglycemia in obesity and type 2 diabetes in adipocytes,35,5.459E-01,8.084E-01,5.593E-01,8.084E-01,1,GM3 synthase,5.459E-01,8.219E-01,1,GM3 synthase,
571,Anti-apoptotic action of Gastrin in gastric cancer,35,5.459E-01,8.084E-01,5.593E-01,8.084E-01,1,Bcl-2,5.459E-01,8.219E-01,1,Bcl-2,
572,Altered Ca2+ handling in heart failure,35,5.459E-01,8.084E-01,5.593E-01,8.084E-01,1,Adenylate cyclase,5.459E-01,8.219E-01,1,Adenylate cyclase,
573,Role of Tissue factor in cancer independent of coagulation protease signaling,35,5.459E-01,8.084E-01,5.593E-01,8.084E-01,1,Coagulation factor VII,5.459E-01,8.219E-01,1,Coagulation factor VII,
574,NF-kB pathway in multiple myeloma,35,5.459E-01,8.084E-01,5.593E-01,8.084E-01,1,Bcl-2,5.459E-01,8.219E-01,1,Bcl-2,
575,Keratan sulfate metabolism p.1,35,5.459E-01,8.084E-01,5.593E-01,8.084E-01,1,CHST1,5.459E-01,8.219E-01,1,CHST1,
576,Immune response_Lipoxins and Resolvin E1 inhibitory action on neutrophil functions,35,5.459E-01,8.084E-01,5.593E-01,8.084E-01,1,PI3K reg class IB (p101),5.459E-01,8.219E-01,1,PI3K reg class IB (p101),
577,Development_Growth hormone signaling via STATs and PLC/IP3,35,5.459E-01,8.084E-01,5.593E-01,8.084E-01,1,GHR,5.459E-01,8.219E-01,1,GHR,
578,Anti-apoptotic action of Gastrin in pancreatic cancer,35,5.459E-01,8.084E-01,5.593E-01,8.084E-01,1,Bcl-2,5.459E-01,8.219E-01,1,Bcl-2,
579,Chemotaxis_Lysophosphatidic acid signaling via GPCRs,129,5.512E-01,8.084E-01,5.762E-01,8.084E-01,3,"Rho GTPase, Bcl-2, PREX1",5.512E-01,8.219E-01,3,"Rho GTPase, Bcl-2, PREX1",
580,Muscle contraction_GPCRs in the regulation of smooth muscle tone,83,5.551E-01,8.084E-01,5.752E-01,8.084E-01,2,"MaxiK alpha subunit, Adenylate cyclase",5.551E-01,8.219E-01,2,"MaxiK alpha subunit, Adenylate cyclase",
581,Cytoskeleton remodeling_Keratin filaments,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,Keratin 2,5.561E-01,8.219E-01,1,Keratin 2,
582,Prolactin/ ERK signaling in breast cancer,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,Prolactin receptor,5.561E-01,8.219E-01,1,Prolactin receptor,
583,Immune response_IL-6-induced acute-phase response in hepatocytes,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,Hemopexin,5.561E-01,8.219E-01,1,Hemopexin,
584,Endothelial cell apoptosis in COPD,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,Bcl-2,5.561E-01,8.219E-01,1,Bcl-2,
585,HBV signaling via protein kinases leading to HCC,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,Androgen receptor,5.561E-01,8.219E-01,1,Androgen receptor,
586,Cigarette smoke components TCDD and Benzo[a]pyrene and receptor AHR signaling in lung epithelial cells,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,Mucin 5AC,5.561E-01,8.219E-01,1,Mucin 5AC,
587,Role of IL-8 in melanoma,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,IL8RA,5.561E-01,8.219E-01,1,IL8RA,
588,G-protein signaling_Rac2 regulation pathway,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,PREX1,5.561E-01,8.219E-01,1,PREX1,
589,Inhibition of apoptosis in multiple myeloma,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,Bcl-2,5.561E-01,8.219E-01,1,Bcl-2,
590,Development_Hedgehog and PTH signaling pathways in bone and cartilage development,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,PTHR1,5.561E-01,8.219E-01,1,PTHR1,
591,Immune response_IL-22 signaling pathway,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,Bcl-2,5.561E-01,8.219E-01,1,Bcl-2,
592,Immune response_IL-12-induced IFN-gamma production,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,GADD45 gamma,5.561E-01,8.219E-01,1,GADD45 gamma,
593,"Development_Lipoxin inhibitory action on PDGF, EGF and LTD4 signaling",36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,Adenylate cyclase,5.561E-01,8.219E-01,1,Adenylate cyclase,
594,Development_Thrombospondin 1 signaling,36,5.561E-01,8.084E-01,5.695E-01,8.084E-01,1,Adenylate cyclase,5.561E-01,8.219E-01,1,Adenylate cyclase,
595,Transcription_CoREST complex-mediated epigenetic gene silencing,37,5.660E-01,8.084E-01,5.795E-01,8.084E-01,1,NR1,5.660E-01,8.219E-01,1,NR1,
596,Development_Delta-type opioid receptor mediated cardioprotection,37,5.660E-01,8.084E-01,5.795E-01,8.084E-01,1,Kir6.2,5.660E-01,8.219E-01,1,Kir6.2,
597,Immune response_Generation of memory CD4+ T cells,37,5.660E-01,8.084E-01,5.795E-01,8.084E-01,1,Bcl-2,5.660E-01,8.219E-01,1,Bcl-2,
598,G-protein signaling_H-RAS regulation pathway,37,5.660E-01,8.084E-01,5.795E-01,8.084E-01,1,GFRalpha1,5.660E-01,8.219E-01,1,GFRalpha1,
599,Development_Negative feedback regulation of WNT/Beta-catenin signaling,37,5.660E-01,8.084E-01,5.795E-01,8.084E-01,1,ZNF703,5.660E-01,8.219E-01,1,ZNF703,
600,G-protein signaling_Regulation of p38 and JNK signaling mediated by G-proteins,37,5.660E-01,8.084E-01,5.795E-01,8.084E-01,1,PI3K reg class IB (p101),5.660E-01,8.219E-01,1,PI3K reg class IB (p101),
601,G-protein signaling_RAC1 in cellular process,37,5.660E-01,8.084E-01,5.795E-01,8.084E-01,1,POR1,5.660E-01,8.219E-01,1,POR1,
602,Deregulation of PSD-95-dependent signaling in Huntington's disease,37,5.660E-01,8.084E-01,5.795E-01,8.084E-01,1,NR1,5.660E-01,8.219E-01,1,NR1,
603,Development_Negative regulation of WNT/Beta-catenin signaling in the cytoplasm,82,5.686E-01,8.084E-01,5.686E-01,8.084E-01,2,"CXXC4, Beclin 1",8.433E-01,8.635E-01,1,CXXC4,
604,Glycine and L-Serine metabolism,133,5.720E-01,8.084E-01,5.970E-01,8.084E-01,3,"SLC7A8, GNMT, AGXT",5.720E-01,8.219E-01,3,"SLC7A8, GNMT, AGXT",
605,Role of type 2 innate lymphoid cells in airway allergic inflammation and tissue repair,38,5.757E-01,8.084E-01,5.892E-01,8.084E-01,1,GATA-3,5.757E-01,8.219E-01,1,GATA-3,
606,wtCFTR and deltaF508-CFTR traffic / Generic schema (normal and CF),38,5.757E-01,8.084E-01,5.892E-01,8.084E-01,1,EBP50,5.757E-01,8.219E-01,1,EBP50,
607,Impaired macrophage phagocytic function in asthma,38,5.757E-01,8.084E-01,5.892E-01,8.084E-01,1,SP-D,5.757E-01,8.219E-01,1,SP-D,
608,Development_Gastrin in differentiation of the gastric mucosa,38,5.757E-01,8.084E-01,5.892E-01,8.084E-01,1,TFF1,5.757E-01,8.219E-01,1,TFF1,
609,HDL dyslipidemia in type 2 diabetes and metabolic syndrome X,38,5.757E-01,8.084E-01,5.892E-01,8.084E-01,1,ABCG1,5.757E-01,8.219E-01,1,ABCG1,
610,Development_Oligodendrocyte differentiation (general schema),38,5.757E-01,8.084E-01,5.892E-01,8.084E-01,1,Nkx2.2,5.757E-01,8.219E-01,1,Nkx2.2,
611,Transcription_Role of AP-1 in regulation of cellular metabolism,38,5.757E-01,8.084E-01,5.892E-01,8.084E-01,1,CG alpha,5.757E-01,8.219E-01,1,CG alpha,
612,Cortisol biosynthesis from Cholesterol,38,5.757E-01,8.084E-01,5.892E-01,8.084E-01,1,CYP11B2,5.757E-01,8.219E-01,1,CYP11B2,
613,Eosinophil-derived cytokines in airway remodeling in asthma,38,5.757E-01,8.084E-01,5.892E-01,8.084E-01,1,MMP-17,5.757E-01,8.219E-01,1,MMP-17,
614,Aldosterone biosynthesis and metabolism,38,5.757E-01,8.084E-01,5.892E-01,8.084E-01,1,CYP11B2,5.757E-01,8.219E-01,1,CYP11B2,
615,Role of type 2 innate lymphoid cells in asthma,38,5.757E-01,8.084E-01,5.892E-01,8.084E-01,1,GATA-3,5.757E-01,8.219E-01,1,GATA-3,
616,Role of Endothelin-1 in inflammation and vasoconstriction in Sickle cell disease,38,5.757E-01,8.084E-01,5.892E-01,8.084E-01,1,CCR5,5.757E-01,8.219E-01,1,CCR5,
617,HIV-1 signaling via CCR5 in macrophages and T lymphocytes,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,CCR5,5.852E-01,8.219E-01,1,CCR5,
618,Resistance of melanoma cells to Apo-2L(TNFSF10)-induced apoptosis,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,Bcl-2,5.852E-01,8.219E-01,1,Bcl-2,
619,"VLDL, LDL dyslipidemia in type 2 diabetes and metabolic syndrome X",39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,APOB48 receptor,5.852E-01,8.219E-01,1,APOB48 receptor,
620,Signal transduction_Leptin signaling via JAK/STAT and MAPK cascade,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,Thyroliberin,5.852E-01,8.219E-01,1,Thyroliberin,
621,Role of tumor microenvironment in plexiform neurofibroma formation in neurofibromatosis type 1,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,Tryptase,5.852E-01,8.219E-01,1,Tryptase,
622,NRSF-dependent transcription deregulation in Huntington's Disease,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,NR1,5.852E-01,8.219E-01,1,NR1,
623,Role of neurotrophins in activation of p53 in major depressive disorder,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,Bcl-2,5.852E-01,8.219E-01,1,Bcl-2,
624,Transport_Regulation of ATP-binding transporters by Retinoic acid and orphan nuclear receptor PXR,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,ABCG1,5.852E-01,8.219E-01,1,ABCG1,
625,Keratan sulfate metabolism p.2,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,CHST1,5.852E-01,8.219E-01,1,CHST1,
626,Nicotine signaling in GABAergic neurons,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,nAChR alpha-4,5.852E-01,8.219E-01,1,nAChR alpha-4,
627,TrkB signaling in Huntington's disease,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,NR1,5.852E-01,8.219E-01,1,NR1,
628,Apoptosis and survival_APRIL and BAFF signaling,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,Bcl-2,5.852E-01,8.219E-01,1,Bcl-2,
629,Transcription_p53 signaling pathway,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,Bcl-2,5.852E-01,8.219E-01,1,Bcl-2,
630,Butanoic acid metabolism,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,SLC5A8,5.852E-01,8.219E-01,1,SLC5A8,
631,Cooperative action of IFN-gamma and TNF-alpha on astrocytes in multiple sclerosis,39,5.852E-01,8.084E-01,5.987E-01,8.084E-01,1,Adenylate cyclase,5.852E-01,8.219E-01,1,Adenylate cyclase,
632,Development_Negative regulation of WNT/Beta-catenin signaling in the nucleus,89,5.932E-01,8.084E-01,6.133E-01,8.084E-01,2,"ZNF703, SOX2",5.932E-01,8.219E-01,2,"ZNF703, SOX2",
633,Apoptosis and survival_NGF activation of NF-kB,40,5.944E-01,8.084E-01,6.080E-01,8.084E-01,1,Bcl-2,5.944E-01,8.219E-01,1,Bcl-2,
